loc_id,Bl3_id,Bl3_id_uniq
LOC118414525,ANKRD55,Ankrd55-Loc118414525
LOC118423008,ANKRD6,Ankrd6
LOC118417443,ANKRD60,Ankrd60
LOC118417073,ANKRD60,Ankrd60-Loc118417073
LOC118418326,ANKRD60,Ankrd60-Loc118418326
LOC118428546,ANKRD61,Ankrd61
LOC118410617,ANKRD66,Ankrd66
LOC118426044,ANKRD9,Ankrd9
LOC118414620,ANKS1A,Anks1a
LOC118412919,ANKS3,Anks3
LOC118425429,ANKUB1,Ankub1
LOC118426077,ANKUB1,Ankub1-Loc118426077
LOC118425033,ANKZF1,Ankzf1
LOC118417264,ANLN,Anln
LOC118406555,ANO1,Ano1
LOC118406866,ANO1,Ano1-Loc118406866
LOC118417077,ANO10,Ano10
LOC118406393,ANO4,Ano4
LOC118419940,ANO4,Ano4-Loc118419940
LOC118430533,ANO7,Ano7
LOC118405084,ANO8_GRIK3,Ano8-Grik3
LOC118426932,ANOS1,Anos1
LOC118427846,ANOS1,Anos1-Loc118427846
LOC118411231,ANP32B,Anp32b
LOC118405485,ANPEP,Anpep
LOC118412153,ANPEP,Anpep-Loc118412153
LOC118418003,ANPEP,Anpep-Loc118418003
LOC118418601,ANPEP,Anpep-Loc118418601
LOC118411279,ANPEP_TRHDE,Anpep-Trhde
LOC118411559,ANXA11,Anxa11
LOC118411820,ANXA7,Anxa7
LOC118417714,ANXA7_C17orf105,Anxa7-C17orf105
LOC118404144,ANXA7,Anxa7-Loc118404144
LOC118409383,ANXA7,Anxa7-Loc118409383
LOC118409572,ANXA7,Anxa7-Loc118409572
LOC118418622,AOAH,Aoah
LOC118408402,AOC1,Aoc1
LOC118417782,AOC1,Aoc1-Loc118417782
LOC118417844,AOC1,Aoc1-Loc118417844
LOC118418228,AOC1,Aoc1-Loc118418228
LOC118418426,AOC1,Aoc1-Loc118418426
LOC118416437,AOX1_XDH,Aox1-Xdh
LOC118411422,AP1AR,Ap1ar
LOC118430441,AP1B1,Ap1b1
LOC118432065,AP1M1,Ap1m1
LOC118427838,AP1S2,Ap1s2
LOC118407617,TFAP2D,Ap2
LOC118413247,AP2A2,Ap2a2
LOC118430344,AP2M1,Ap2m1
LOC118427151,AP2S1,Ap2s1
LOC118409916,AP3B2,Ap3b2
LOC118431367,AP3D1,Ap3d1
LOC118420810,AP3M1,Ap3m1
LOC118411499,AP3S1,Ap3s1
LOC118418557,AP4B1,Ap4b1
LOC118411613,AP4E1,Ap4e1
LOC118419633,AP4M1,Ap4m1
LOC118418575,AP4S1,Ap4s1
LOC118413757,AP5B1,Ap5b1
LOC118423477,AP5M1,Ap5m1
LOC118404524,AP5S1,Ap5s1
LOC118428803,AP5Z1,Ap5z1
LOC118419621,APAF1,Apaf1
LOC118429730,APAF1,Apaf1-Loc118429730
LOC118409316,APBA1,Apba1
LOC118418943,APBB2,Apbb2
LOC118411611,APC2,Apc2
LOC118417830,APCDD1,Apcdd1
LOC118419257,APEH,Apeh
LOC118408039,APEX1,Apex1
LOC118416820,APEX2,Apex2
LOC118410841,APH1A,Aph1a
LOC118429679,API5,Api5
LOC118413307,APIP,Apip
LOC118424868,APLF,Aplf
LOC118408424,APLF,Aplf-Loc118408424
LOC118410763,APLP1,Aplp1
LOC118411723,APMAP,Apmap
LOC118431250,APOB,Apob
LOC118431312,APOB,Apob-Loc118431312
LOC118424083,APOD,Apod
LOC118403613,APOD,Apod-Loc118403613
LOC118416828,APOD,Apod-Loc118416828
LOC118423738,APOD,Apod-Loc118423738
LOC118428330,APOD,Apod-Loc118428330
LOC118428834,APOD,Apod-Loc118428834
LOC118427535,APOPT1,Apopt1
LOC118425475,APPBP2,Appbp2
LOC118415664,APPBP2,Appbp2-Loc118415664
LOC118416165,APPL1,Appl1
LOC118413810,APRT,Aprt
LOC118423859,AQP11,Aqp11
LOC118417702,AQP4,Aqp4
LOC118420961,AQP4,Aqp4-Loc118420961
LOC118428573,AQP8,Aqp8
LOC118429152,AQP8,Aqp8-Loc118429152
LOC118410554,AQP9,Aqp9
LOC118415926,AQR,Aqr
LOC118419078,ARAP1,Arap1
LOC118419627,ARCN1,Arcn1
LOC118421425,AREL1,Arel1
LOC118423893,ARF1,Arf1
LOC118413745,ARF3,Arf3
LOC118412691,ARF3,Arf3-Loc118412691
LOC118415265,ARF4,Arf4
LOC118408931,ARF6,Arf6
LOC118427337,ARFGAP1,Arfgap1
LOC118407142,ARFGAP2,Arfgap2
LOC118404509,ARFGEF1,Arfgef1
LOC118423385,ARFGEF3,Arfgef3
LOC118419658,ARFIP2,Arfip2
LOC118410501,ARFRP1,Arfrp1
LOC118429910,ARG2,Arg2
LOC118427269,ARGLU1,Arglu1
LOC118406625,ARHGAP1,Arhgap1
LOC118419051,ARHGAP10,Arhgap10
LOC118426852,ARHGAP11A,Arhgap11a
LOC118404527,ARHGAP18,Arhgap18
LOC118414207,ARHGAP19,Arhgap19
LOC118422840,ARHGAP20,Arhgap20
LOC118424202,ARHGAP21,Arhgap21
LOC118411396,ARHGAP24,Arhgap24
LOC118418901,ARHGAP32,Arhgap32
LOC118410752,ARHGAP39,Arhgap39
LOC118406469,ARHGAP39,Arhgap39-Loc118406469
LOC118428373,ARHGAP44,Arhgap44
LOC118432010,ARHGAP45,Arhgap45
LOC118432802,ARHGAP5,Arhgap5
LOC118419022,ARHGAP6,Arhgap6
LOC118428777,ARHGDIA,Arhgdia
LOC118431093,ARHGEF10,Arhgef10
LOC118420976,ARHGEF12,Arhgef12
LOC118413150,ARHGEF16,Arhgef16
LOC118418781,ARHGEF17,Arhgef17
LOC118416741,ARHGEF26,Arhgef26
LOC118409989,ARHGEF28,Arhgef28
LOC118416705,ARHGEF3,Arhgef3
LOC118424137,ARHGEF33,Arhgef33
LOC118427191,ARHGEF7,Arhgef7
LOC118427625,ARHGEF9,Arhgef9
LOC118422709,ARID1B,Arid1b
LOC118407181,ARID2,Arid2
LOC118409288,ARID3B,Arid3b
LOC118412807,ARID4A,Arid4a
LOC118414121,ARID5B,Arid5b
LOC118407309,ARIH1,Arih1
LOC118416237,ARIH1,Arih1-Loc118416237
LOC118405143,ARIH2,Arih2
LOC118415191,ARIH2,Arih2-Loc118415191
LOC118414771,ARL1,Arl1
LOC118414829,ARL10,Arl10
LOC118422687,ARL13A,Arl13a
LOC118432273,ARL14EPL,Arl14epl
LOC118428855,ARL16,Arl16
LOC118423809,ARL2,Arl2
LOC118417466,ARL2BP,Arl2bp
LOC118413418,ARL3,Arl3
LOC118409004,ARL4A,Arl4a
LOC118424437,ARL5B,Arl5b
LOC118423479,ARL6,Arl6
LOC118428463,ARL6IP1,Arl6ip1
LOC118425806,ARL6IP4,Arl6ip4
LOC118416566,ARL6IP5,Arl6ip5
LOC118416004,ARL8B,Arl8b
LOC118407295,ARMC1,Armc1
LOC118416417,ARMC2,Armc2
LOC118413475,ARMC3,Armc3
LOC118406270,ARMC4,Armc4
LOC118426512,ARMC5,Armc5
LOC118410028,ARMC6,Armc6
LOC118431492,ARMC7,Armc7
LOC118405864,ARMC8,Armc8
LOC118430298,ARMC9,Armc9
LOC118408401,ARMT1,Armt1
LOC118406439,ARNT2_SARS2,Arnt2
LOC118413918,ARNTL_IGFALS,Arntl-Igfals
LOC118429270,ARPC1A,Arpc1a
LOC118424740,ARPC2,Arpc2
LOC118426082,ARPC3,Arpc3
LOC118415724,ARPC4,Arpc4
LOC118420886,ARPC5,Arpc5
LOC118419998,ARPIN,Arpin
LOC118427274,ARRB1,Arrb1
LOC118419540,ARRDC1,Arrdc1
LOC118425911,ARRDC3,Arrdc3
LOC118403398,ARRDC3,Arrdc3-Loc118403398
LOC118404041,ARRDC3,Arrdc3-Loc118404041
LOC118409719,ARRDC3,Arrdc3-Loc118409719
LOC118423108,ARRDC3,Arrdc3-Loc118423108
LOC118426662,ARRDC3,Arrdc3-Loc118426662
LOC118431773,ARRDC3,Arrdc3-Loc118431773
LOC118403738,ARRDC4,Arrdc4
LOC118403735,ARRDC4_ARRDC3,Arrdc4-Arrdc3
LOC118429520,ARRDC5,Arrdc5
LOC118421552,ARSA,Arsa
LOC118426529,ARSA_GALNS,Arsa-Galns
LOC118404651,ARSB,Arsb
LOC118407458,ARSB_ARSJ,Arsb-Arsj
LOC118407366,ARSB,Arsb-Loc118407366
LOC118410571,ARSB,Arsb-Loc118410571
LOC118411637,ARSB,Arsb-Loc118411637
LOC118411641,ARSB,Arsb-Loc118411641
LOC118428764,ARSB,Arsb-Loc118428764
LOC118412106,ARSJ,Arsj
LOC118409253,ARSK,Arsk
LOC118425515,ARV1,Arv1
LOC118428240,ARX,Arx
LOC118414072,ARX,Arx-Loc118414072
LOC118428036,AS3MT,As3mt
LOC118413357,AS3MT,As3mt-Loc118413357
LOC118420272,ASAH1,Asah1
LOC118412025,ASAH2,Asah2
LOC118404139,ASAP1,Asap1
LOC118410883,ASB1,Asb1
LOC118416716,ASB13,Asb13
LOC118428975,ASB13,Asb13-Loc118428975
LOC118421131,ASB15,Asb15
LOC118418351,ASB17,Asb17
LOC118406376,ASB18,Asb18
LOC118403392,ASB18,Asb18-Loc118403392
LOC118406394,ASB18,Asb18-Loc118406394
LOC118412294,ASB2,Asb2
LOC118412801,ASB5,Asb5
LOC118419074,ASB5,Asb5-Loc118419074
LOC118428182,ASB6,Asb6
LOC118415041,ASB6,Asb6-Loc118415041
LOC118410419,ASB7,Asb7
LOC118409631,ASB7,Asb7-Loc118409631
LOC118410417,ASB7,Asb7-Loc118410417
LOC118410418,ASB7,Asb7-Loc118410418
LOC118419672,ASB8,Asb8
LOC118427818,ASCC1,Ascc1
LOC118419646,ASCC2,Ascc2
LOC118418780,ASCC3,Ascc3
LOC118407888,ASCL1,Ascl1
LOC118431340,ASCL4,Ascl4
LOC118408490,ASCL5,Ascl5
LOC118408477,ASCL5,Ascl5-Loc118408477
LOC118410770,ASGR2,Asgr2
LOC118409424,ASH1L,Ash1l
LOC118412063,ASH2L,Ash2l
LOC118408435,ASIC1,Asic1
LOC118408437,ASIC1,Asic1-Loc118408437
LOC118432773,ASIC2,Asic2
LOC118403578,ASIC2,Asic2-Loc118403578
LOC118414024,ASIC2,Asic2-Loc118414024
LOC118432776,ASIC2,Asic2-Loc118432776
LOC118432797,ASIC2,Asic2-Loc118432797
LOC118431729,ASIC3,Asic3
LOC118406147,ASIC3_ASIC5,Asic3-Asic5
LOC118410317,ASIC3,Asic3-Loc118410317
LOC118407612,ASIC5,Asic5
LOC118410572,ASIC5,Asic5-Loc118410572
LOC118419321,ASIC5,Asic5-Loc118419321
LOC118419406,ASIC5,Asic5-Loc118419406
LOC118420143,ASIC5,Asic5-Loc118420143
LOC118427198,ASIC5,Asic5-Loc118427198
LOC118409465,ASIC5_TPM1,Asic5-Tpm1
LOC118426332,ASL,Asl
LOC118412375,ASMTL,Asmtl
LOC118406542,ASMTL,Asmtl-Loc118406542
LOC118407243,ASMTL,Asmtl-Loc118407243
LOC118432072,ASNA1,Asna1
LOC118424732,ASNS,Asns
LOC118415694,ASNS,Asns-Loc118415694
LOC118408942,ASNSD1,Asnsd1
LOC118426573,ASPDH,Aspdh
LOC118420984,ASPG,Aspg
LOC118428809,ASPHD2,Asphd2
LOC118405073,ASPHD2_MAP7D3,Asphd2-Map7d3
LOC118420424,ASPM,Aspm
LOC118417641,ASTE1,Aste1
LOC118430862,ASTL,Astl
LOC118414053,ASTL,Astl-Loc118414053
LOC118414064,ASTL,Astl-Loc118414064
LOC118414065,ASTL,Astl-Loc118414065
LOC118414081,ASTL,Astl-Loc118414081
LOC118418070,ASTL,Astl-Loc118418070
LOC118421619,ASTN1,Astn1
LOC118410194,ASXL1,Asxl1
LOC118415348,ASZ1,Asz1
LOC118410959,ATAD1,Atad1
LOC118410296,ATAD2B,Atad2b
LOC118430654,ATAD3A,Atad3a
LOC118429321,ATAD5,Atad5
LOC118407742,ATAT1,Atat1
LOC118411684,ATCAY,Atcay
LOC118411555,ATCAY_MID1,Atcay-Mid1
LOC118422323,ATE1,Ate1
LOC118403115,ATF2,Atf2
LOC118416309,ATF3,Atf3
LOC118420980,ATF6B,Atf6b
LOC118428681,ATF7IP,Atf7ip
LOC118432047,ATG10,Atg10
LOC118411982,ATG12,Atg12
LOC118403708,ATG13,Atg13
LOC118416263,ATG14,Atg14
LOC118427381,ATG16L1,Atg16l1
LOC118413818,ATG2B,Atg2b
LOC118427776,ATG3,Atg3
LOC118427414,ATG4A,Atg4a
LOC118431789,ATG4D,Atg4d
LOC118415392,ATG7,Atg7
LOC118424165,ATG9A,Atg9a
LOC118430727,ATIC,Atic
LOC118423269,ATL2,Atl2
LOC118422781,ATM_ATR,Atm-Atr
LOC118417767,ATMIN,Atmin
LOC118412720,ATOH1,Atoh1
LOC118411909,ATOH8,Atoh8
LOC118413590,ATP10A,Atp10a
LOC118426856,ATP11B,Atp11b
LOC118420890,ATP13A1,Atp13a1
LOC118430741,ATP13A3,Atp13a3
LOC118430463,ATP13A3,Atp13a3-Loc118430463
LOC118424338,ATP1A1_ATP1A3,Atp1a1-Atp1a3
LOC118427323,ATP1B1,Atp1b1
LOC118426373,ATP2A2_ATP2A1,Atp2a2-Atp2a1
LOC118416622,ATP2B2_ATP2B3,Atp2b2-Atp2b3
LOC118417239,ATP2C1,Atp2c1
LOC118410399,ATP5A1,Atp5a1
LOC118424375,ATP5B,Atp5b
LOC118415817,ATP5C1,Atp5c1
LOC118431443,ATP5D,Atp5d
LOC118407395,ATP5F1,Atp5f1
LOC118403296,ATP5G3,Atp5g3
LOC118414370,ATP5I,Atp5i
LOC118424688,ATP5J,Atp5j
LOC118428937,ATP5J2,Atp5j2
LOC118409751,ATP5L,Atp5l
LOC118422760,ATP5O,Atp5o
LOC118415222,ATP5SL,Atp5sl
LOC118416075,ATP6AP1,Atp6ap1
LOC118428160,ATP6AP2,Atp6ap2
LOC118403173,ATP6V0A1,Atp6v0a1
LOC118412176,ATP6V0B,Atp6v0b
LOC118418835,ATP6V0B,Atp6v0b-Loc118418835
LOC118418373,ATP6V0D1,Atp6v0d1
LOC118413398,ATP6V1A,Atp6v1a
LOC118412860,ATP6V1B2,Atp6v1b2
LOC118404636,ATP6V1C1,Atp6v1c1
LOC118420051,ATP6V1D,Atp6v1d
LOC118406807,ATP6V1E1,Atp6v1e1
LOC118403199,ATP6V1F,Atp6v1f
LOC118421352,ATP6V1G1,Atp6v1g1
LOC118404080,ATP6V1H,Atp6v1h
LOC118419068,ATP7A,Atp7a
LOC118418791,ATP8A1,Atp8a1
LOC118408258,ATP8B2,Atp8b2
LOC118418555,ATP9B,Atp9b
LOC118431781,ATPAF1,Atpaf1
LOC118429206,ATPAF2,Atpaf2
LOC118404771,ATPIF1,Atpif1
LOC118405911,ATR,Atr
LOC118432410,ATRAID,Atraid
LOC118415960,ATRIP,Atrip
LOC118413199,ATRNL1,Atrnl1
LOC118419132,ATRX,Atrx
LOC118417811,ATXN1,Atxn1
LOC118415768,ATXN10,Atxn10
LOC118425635,ATXN2,Atxn2
LOC118409770,ATXN3,Atxn3
LOC118415143,ATXN7,Atxn7
LOC118403739,ATXN7L3,Atxn7l3
LOC118416501,AUH,Auh
LOC118413582,AUP1,Aup1
LOC118417372,AURKA,Aurka
LOC118417305,AURKAIP1,Aurkaip1
LOC118425676,AUTS2,Auts2
LOC118409571,AVEN,Aven
LOC118411763,AVIL,Avil
LOC118406221,AVIL,Avil-Loc118406221
LOC118424622,AVL9,Avl9
LOC118418416,AVPR1B,Avpr1b
LOC118416680,AVPR1B_AVPR2,Avpr1b-Avpr2
LOC118420856,AXDND1,Axdnd1
LOC118429299,AXIN1,Axin
LOC118403073,AZI2,Azi2
LOC118425673,B3GALNT2,B3galnt2
LOC118403245,B3GALT1,B3galt1
LOC118431997,B3GALT1,B3galt1-Loc118431997
LOC118430418,B3GALT6,B3galt6
LOC118410806,B3GALT6,B3galt6-Loc118410806
LOC118411359,B3GALT6,B3galt6-Loc118411359
LOC118409812,B3GAT3,B3gat3
LOC118426076,B3GLCT,B3glct
LOC118429500,B3GNTL1,B3gntl1
LOC118425165,B4GALNT2,B4galnt2
LOC118404274,B4GALNT2,B4galnt2-Loc118404274
LOC118413253,B4GALNT2,B4galnt2-Loc118413253
LOC118416384,B4GALNT2,B4galnt2-Loc118416384
LOC118420990,B4GALNT2,B4galnt2-Loc118420990
LOC118424548,B4GALNT2,B4galnt2-Loc118424548
LOC118431016,B4GALNT2,B4galnt2-Loc118431016
LOC118431519,B4GALNT2,B4galnt2-Loc118431519
LOC118432212,B4GALNT2,B4galnt2-Loc118432212
LOC118423166,B4GALT1,B4galt1
LOC118420480,B4GALT1,B4galt1-Loc118420480
LOC118420645,B4GALT2,B4galt2
LOC118417744,B4GALT5,B4galt5
LOC118412888,B4GALT7,B4galt7
LOC118410851,B4GAT1,B4gat1
LOC118429590,B9D1,B9d1
LOC118417033,B9D2,B9d2
LOC118431285,BABAM1,Babam1
LOC118417244,BACE1,Bace1
LOC118429853,BAG1,Bag1
LOC118407963,BAG2,Bag2
LOC118406633,BAG3,Bag3
LOC118404243,BAG4,Bag4
LOC118420796,BAG6,Bag6
LOC118428527,BAHCC1,Bahcc1
LOC118412143,BAHD1,Bahd1
LOC118429565,BAIAP2,Baiap2
LOC118428412,BAIAP3,Baiap3
LOC118407532,BAK1,Bak1
LOC118424403,BAMBI,Bambi
LOC118421334,BANF1,Banf1
LOC118417817,BANP,Banp
LOC118415338,BAP1,Bap1
LOC118419939,BARD1,Bard1
LOC118432738,BARHL1,Barhl1
LOC118414270,BARHL1,Barhl1-Loc118414270
LOC118421580,BARHL1,Barhl1-Loc118421580
LOC118429073,BARHL1,Barhl1-Loc118429073
LOC118432708,BARHL1,Barhl1-Loc118432708
LOC118430183,BARX1,Barx1
LOC118416253,BAZ1A,Baz1a
LOC118425252,BAZ1B,Baz1b
LOC118425794,BBOF1,Bbof1
LOC118406318,BBOX1,Bbox1
LOC118414311,BBOX1,Bbox1-Loc118414311
LOC118415037,BBOX1,Bbox1-Loc118415037
LOC118425709,BBOX1,Bbox1-Loc118425709
LOC118418957,BBS1,Bbs1
LOC118418468,BBS10,Bbs10
LOC118419789,BBS12,Bbs12
LOC118417224,BBS2,Bbs2
LOC118417848,BBS4,Bbs4
LOC118424060,BBS5,Bbs5
LOC118419720,BBS7,Bbs7
LOC118405614,BBS9,Bbs9
LOC118426617,BCAN,Bcan
LOC118430389,BCAN,Bcan-Loc118430389
LOC118416479,BCAP29,Bcap29
LOC118417185,BCAR1,Bcar1
LOC118420611,BCAR3,Bcar3
LOC118430479,BCAS2,Bcas2
LOC118425597,BCAS3,Bcas3
LOC118413145,BCAT2,Bcat2
LOC118405785,BCDIN3D,Bcdin3d
LOC118427511,BCHE,Bche
LOC118406999,BCHE,Bche-Loc118406999
LOC118408215,BCHE,Bche-Loc118408215
LOC118409682,BCHE,Bche-Loc118409682
LOC118409683,BCHE,Bche-Loc118409683
LOC118413698,BCHE,Bche-Loc118413698
LOC118415181,BCHE,Bche-Loc118415181
LOC118423462,BCHE,Bche-Loc118423462
LOC118425567,BCHE,Bche-Loc118425567
LOC118428123,BCHE,Bche-Loc118428123
LOC118428689,BCHE,Bche-Loc118428689
LOC118429404,BCHE,Bche-Loc118429404
LOC118431322,BCHE,Bche-Loc118431322
LOC118413846,BCKDHA,Bckdha
LOC118409090,BCKDHA,Bckdha-Loc118409090
LOC118420682,BCKDHA,Bckdha-Loc118420682
LOC118425510,BCKDK,Bckdk
LOC118414624,BCL11A,Bcl11a
LOC118428857,BCL2L1,Bcl2l1
LOC118424156,BCL2L2,Bcl2l2
LOC118410581,BCL3,Bcl3
LOC118410311,BCL3,Bcl3-Loc118410311
LOC118425838,BCO1,Bco1
LOC118405416,BCO1,Bco1-Loc118405416
LOC118409706,BCO1,Bco1-Loc118409706
LOC118430335,BCO1,Bco1-Loc118430335
LOC118426367,BCO2,Bco2
LOC118405340,BCO2,Bco2-Loc118405340
LOC118430143,BCO2,Bco2-Loc118430143
LOC118427072,BCOR,Bcor
LOC118408710,BCS1L,Bcs1l
LOC118423631,BDH1,Bdh1
LOC118410654,BDH1,Bdh1-Loc118410654
LOC118427697,BDH1,Bdh1-Loc118427697
LOC118423115,BDH2,Bdh2
LOC118406822,BDH2,Bdh2-Loc118406822
LOC118407014,BDH2,Bdh2-Loc118407014
LOC118403410,BDKRB1,Bdkrb1
LOC118405840,BECN1,Becn1
LOC118411536,BEGAIN_WDR25,Begain-Wdr25
LOC118427812,BEST3,Best3
LOC118427799,BEST3_BEST2,Best3-Best2
LOC118421376,BET1,Bet1
LOC118417870,BHLHA15,Bhlha15
LOC118429666,BHLHA15,Bhlha15-Loc118429666
LOC118410504,BHLHE23,Bhlhe23
LOC118416714,BHLHE40,Bhlhe40
LOC118417218,BHMG1,Bhmg1
LOC118423158,BHMT,Bhmt
LOC118420119,BHMT_BHMT2,Bhmt-Bhmt2
LOC118403599,BHMT,Bhmt-Loc118403599
LOC118403625,BHMT,Bhmt-Loc118403625
LOC118403740,BHMT,Bhmt-Loc118403740
LOC118403835,BHMT,Bhmt-Loc118403835
LOC118408941,BHMT,Bhmt-Loc118408941
LOC118409375,BHMT,Bhmt-Loc118409375
LOC118422785,BHMT,Bhmt-Loc118422785
LOC118411730,BICC1,Bicc1
LOC118415280,BICD1,Bicd1
LOC118416111,BICD2,Bicd2
LOC118407288,BICDL1,Bicdl1
LOC118403792,BIN1,Bin1
LOC118412942,BIN3,Bin3
LOC118427806,BIRC2,Birc2
LOC118411791,BIRC2,Birc2-Loc118411791
LOC118411782,BIRC3,Birc3
LOC118407898,BIRC3,Birc3-Loc118407898
LOC118407847,BIRC5_PKD1L3,Birc5-Pkd1l3
LOC118432013,BIRC6,Birc6
LOC118417258,BIRC6,Birc6-Loc118417258
LOC118421179,BIRC6,Birc6-Loc118421179
LOC118423510,PRDM1,Blimp
LOC118404352,BLM,Blm
LOC118425710,BLMH,Blmh
LOC118411252,BLOC1S2,Bloc1s2
LOC118411256,BLOC1S6,Bloc1s6
LOC118414353,BLVRB,Blvrb
LOC118424422,BLVRB,Blvrb-Loc118424422
LOC118418395,BLZF1,Blzf1
LOC118423926,BMI1,Bmi1
LOC118405825,BMP1,Bmp1
LOC118405444,BMP1_BTD,Bmp1-Btd
LOC118408791,BMP2,Bmp2-Loc118408791
LOC118427296,BMP2_BMP4,Bmp2/4
LOC118411348,BMP3,Bmp3
LOC118432556,BMP4,Bmp4
LOC118432422,BMP7,Bmp7
LOC118404943,BMP7,Bmp7-Loc118404943
LOC118405947,BMPER,Bmper
LOC118412357,BMPR1B,Bmpr1b
LOC118403893,BMPR2,Bmpr2
LOC118411582,BMS1,Bms1
LOC118416703,BMS1,Bms1-Loc118416703
LOC118415350,BMT2,Bmt2
LOC118409294,BNC2,Bnc2
LOC118413095,BNIP1,Bnip1
LOC118413284,BNIP3,Bnip3
LOC118413926,BOC,Boc
LOC118412858,BOD1L1,Bod1l1
LOC118427523,BOK,Bok
LOC118411548,BOLA1,Bola1
LOC118426030,BOLA2,Bola2
LOC118418551,BOLA3,Bola3
LOC118424983,BOLL,Boll
LOC118424753,BOLL,Boll-Loc118424753
LOC118417180,BOP1,Bop1
LOC118414301,BORA,Bora
LOC118408286,BORCS5,Borcs5
LOC118415283,BORCS6,Borcs6
LOC118403784,BORCS8,Borcs8
LOC118418523,BPHL,Bphl
LOC118426606,BPNT1,Bpnt1
LOC118429681,BPTF,Bptf
LOC118423359,T,Brachyury1
LOC118423429,T,Brachyury2
LOC118416519,BRAF,Braf
LOC118425896,BRAP,Brap
LOC118428678,BRAT1,Brat1
LOC118423747,BRCA1,Brca1
LOC118419819,BRCA2,Brca2
LOC118428203,BRCC3,Brcc3
LOC118432052,BRD2,Brd2
LOC118421230,BRD2_SURF2,Brd2-Surf2
LOC118417221,BRD7,Brd7
LOC118409561,BRD8,Brd8
LOC118427787,BRE,Bre
LOC118409611,BRF1,Brf1
LOC118428836,BRI3,Bri3
LOC118421577,BRINP3,Brinp3
LOC118425595,BRIP1,Brip1
LOC118431419,BRIX1,Brix1
LOC118415896,BRK1,Brk1
LOC118418495,BRMS1L,Brms1l
LOC118412543,BROX,Brox
LOC118415922,BRPF1,Brpf1
LOC118423564,BRS3_GRPR,Brs3-Grpr
LOC118412697,BRS3_SSTR2,Brs3-Sstr2
LOC118414294,BRSK2,Brsk2
LOC118415668,BRWD1,Brwd1
LOC118410109,BSCL2,Bscl2
LOC118409291,BSDC1,Bsdc1
LOC118412745,BSX,Bsx
LOC118417905,BTAF1,Btaf1
LOC118428630,BTAF1,Btaf1-Loc118428630
LOC118406325,BTBD10,Btbd10
LOC118414153,BTBD16,Btbd16
LOC118425115,BTBD17,Btbd17
LOC118419808,BTBD17,Btbd17-Loc118419808
LOC118420901,BTBD17,Btbd17-Loc118420901
LOC118422871,BTBD17,Btbd17-Loc118422871
LOC118423038,BTBD17,Btbd17-Loc118423038
LOC118409566,BTBD2,Btbd2
LOC118424554,BTBD3,Btbd3
LOC118409594,BTBD3,Btbd3-Loc118409594
LOC118432364,BTBD3,Btbd3-Loc118432364
LOC118405470,BTBD6,Btbd6
LOC118410222,BTBD7,Btbd7
LOC118411497,BTBD9_RXFP2,Btbd9-Rxfp2
LOC118432560,BTF3,Btf3
LOC118404250,BTG4,Btg
LOC118413023,BTRC,Btrc
LOC118411398,BUB1B,Bub1b
LOC118414334,BUB3,Bub3
LOC118431918,BUD13,Bud13
LOC118428844,BUD31,Bud31
LOC118422849,BVES,Bves
LOC118427440,BYSL,Bysl
LOC118432753,BZW1,Bzw1
LOC118413333,C10orf107,C10orf107
LOC118411294,C10orf11,C10orf11
LOC118412268,C10orf11,C10orf11-Loc118412268
LOC118404764,C10orf35,C10orf35
LOC118423769,C10orf67,C10orf67
LOC118414568,C10orf76,C10orf76
LOC118414343,C10orf82,C10orf82
LOC118408455,C10orf88,C10orf88
LOC118407861,C11orf1,C11orf1
LOC118406753,C11orf16,C11orf16
LOC118413961,C11orf49,C11orf49
LOC118422657,C11orf57,C11orf57
LOC118406924,C11orf58,C11orf58
LOC118410132,C11orf68,C11orf68
LOC118427447,C11orf70,C11orf70
LOC118412327,C11orf80,C11orf80
LOC118427948,C11orf88,C11orf88
LOC118419327,C12orf10,C12orf10
LOC118414425,C12orf4,C12orf4
LOC118416609,C12orf56,C12orf56
LOC118421351,C12orf57,C12orf57
LOC118426177,C12orf65,C12orf65
LOC118407852,C12orf65,C12orf65-Loc118407852
LOC118420779,C12orf66,C12orf66
LOC118416126,C14orf1,C14orf1
LOC118416401,C14orf119,C14orf119
LOC118417907,C14orf159,C14orf159
LOC118420680,C14orf159,C14orf159-Loc118420680
LOC118409391,C14orf166,C14orf166
LOC118419980,C14orf37,C14orf37
LOC118411165,C15orf41,C15orf41
LOC118416883,C15orf65,C15orf65
LOC118408743,C16orf52,C16orf52
LOC118405180,C16orf58,C16orf58
LOC118429130,C16orf62,C16orf62
LOC118416992,C16orf70,C16orf70
LOC118429416,C16orf72,C16orf72
LOC118409762,C16orf89,C16orf89
LOC118420426,C16orf89,C16orf89-Loc118420426
LOC118421624,C16orf89,C16orf89-Loc118421624
LOC118429625,C16orf89,C16orf89-Loc118429625
LOC118428122,C17orf105,C17orf105
LOC118414103,C17orf105,C17orf105-Loc118414103
LOC118428231,C17orf49,C17orf49
LOC118424897,C17orf53,C17orf53
LOC118428528,C17orf62,C17orf62
LOC118422652,C17orf75,C17orf75
LOC118424977,C17orf97,C17orf97
LOC118403709,C17orf98,C17orf98
LOC118403968,C17orf98,C17orf98-Loc118403968
LOC118409689,C18orf54,C18orf54
LOC118409858,C18orf8,C18orf8
LOC118418548,C19orf12,C19orf12
LOC118409895,C19orf25,C19orf25
LOC118431786,C19orf44,C19orf44
